city,county,state,fips,latitude,longitude,population,redCounty,redState,unemploymentRate,povertyProp,tempDiff,numDisasters,avgEmissionsPerCapita,lessThanHighSchoolProp,medianHouseholdIncome,UNFCCC,hasCommitments,hasActionsUndertaken,hasEmissionInventory,hasInitiativeParticipations,hasImpact,hasMitigations,hasAdaptations,hasRiskAssessments,hasClimateActionPlans,hasFinanceActions
Wendell,Wake,NC,37183,35.7819,-78.3952,10575,False,True,0.031,0.094,0.8821071428571443,59.0,11.483333333333334,0.06338787434521359,91558.0,False,False,False,False,False,False,False,False,False,False,False
Yazoo City,Yazoo,MS,28163,32.8619,-90.4075,10573,False,True,0.045,0.313,1.5567261904761907,72.0,20.983333333333334,0.2403348554033485,37119.0,False,False,False,False,False,False,False,False,False,False,False
Alachua,Alachua,FL,12001,29.7779,-82.4832,10570,False,True,0.028,0.191,1.8295714285714304,130.0,10.883333333333333,0.06820671055575839,56006.0,False,False,False,False,False,False,False,False,False,False,False
Airway Heights,Spokane,WA,53063,47.6459,-117.5792,10570,True,False,0.048,0.11199999999999999,-2.111226190476188,136.0,10.266666666666667,0.058397240419416796,65571.0,False,False,False,False,False,False,False,False,False,False,False
Scottdale,DeKalb,GA,13089,33.795,-84.2634,10566,False,False,0.031,0.145,,65.0,12.716666666666669,0.09276759810070571,70756.0,False,False,False,False,False,False,False,False,False,False,False
Lakeland Village,Riverside,CA,6065,33.648,-117.3706,10565,False,False,0.042,0.11599999999999999,-0.8213214285714301,284.0,8.716666666666669,0.1700949517992775,78690.0,False,False,False,False,False,False,False,False,False,False,False
Yorkshire,Prince William,VA,51153,38.7882,-77.4496,10563,False,False,0.027,0.064,0.3780833333333362,64.0,12.283333333333333,0.1037427183197931,116354.0,False,False,False,False,False,False,False,False,False,False,False
Millington,Shelby,TN,47157,35.335,-89.8991,10558,False,True,0.045,0.18,1.395500000000002,69.0,13.716666666666667,0.1072462202316643,54931.0,False,False,False,False,False,False,False,False,False,False,False
Pella,Marion,IA,19125,41.4052,-92.9189,10556,False,True,0.021,0.086,-1.4649642857142844,63.0,23.683333333333337,0.05978039853599024,69307.0,False,False,False,False,False,False,False,False,False,False,False
Campton Hills,Kane,IL,17089,41.9498,-88.4166,10556,False,False,0.045,0.086,0.017488095238093138,60.0,15.483333333333333,0.1397087945455452,90941.0,False,False,False,False,False,False,False,False,False,False,False
Damascus,Clackamas,OR,41005,45.4233,-122.4436,10555,False,False,0.038,0.084,-1.1447023809523849,79.0,9.316666666666666,0.05663613252088293,91076.0,False,False,False,False,False,False,False,False,False,False,False
Beverly Hills,Oakland,MI,26125,42.522,-83.2423,10550,False,False,0.03,0.078,-0.7531666666666652,37.0,15.283333333333333,0.05353933728166857,86597.0,False,False,False,False,False,False,False,False,False,False,False
Le Mars,Plymouth,IA,19149,42.781,-96.1733,10549,False,True,0.021,0.07200000000000001,-1.4649642857142844,63.0,23.683333333333337,0.056299327681964335,74002.0,False,False,False,False,False,False,False,False,False,False,False
Monument,El Paso,CO,8041,39.0736,-104.8467,10548,True,False,0.033,0.096,-0.07192857142857179,80.0,15.333333333333334,0.05550444713882365,79094.0,False,False,False,False,False,False,False,False,False,False,False
Sweetwater,Nolan,TX,48353,32.4692,-100.4092,10546,True,True,0.037,0.183,-0.08552380952381,255.0,23.05,0.1767123287671233,44342.0,False,False,False,False,False,False,False,False,False,False,False
Excelsior Springs,Clay,MO,29047,39.339,-94.24,10546,True,True,0.025,0.081,0.14886904761904773,69.0,19.35,0.06448746093497107,75129.0,False,False,False,False,False,False,False,False,False,False,False
Red Bank,Lexington,SC,45063,33.9309,-81.2322,10544,False,True,0.027,0.111,1.4022976190476157,30.0,13.733333333333334,0.09607678226883688,65016.0,False,False,False,False,False,False,False,False,False,False,False
Shiloh,Montgomery,OH,39113,39.8159,-84.2317,10539,False,True,0.041,0.152,0.5749285714285755,54.0,17.01666666666667,0.0897095040478944,56636.0,False,False,False,False,False,False,False,False,False,False,False
The Pinery,Douglas,CO,8035,39.4462,-104.7591,10534,True,False,0.025,0.028999999999999998,-0.07192857142857179,80.0,15.333333333333334,0.02124376928554474,129839.0,False,False,False,False,False,False,False,False,False,False,False
River Grove,Cook,IL,17031,41.9243,-87.8379,10532,False,False,0.05,0.138,0.017488095238093138,60.0,15.483333333333333,0.1202660654913189,72063.0,False,False,False,False,False,False,False,False,False,False,False
Pineville,Mecklenburg,NC,37119,35.0864,-80.8915,10532,False,True,0.035,0.102,0.8821071428571443,59.0,11.483333333333334,0.09171039811859566,75138.0,False,False,False,False,False,False,False,False,False,False,False
North Bellport,Suffolk,NY,36103,40.7868,-72.9457,10530,True,False,0.031,0.064,-0.9301904761904787,95.0,8.316666666666666,0.0960749787525767,112681.0,False,False,False,False,False,False,False,False,False,False,False
Riverdale,Cook,IL,17031,41.6441,-87.6366,10528,False,False,0.05,0.138,0.017488095238093138,60.0,15.483333333333333,0.1202660654913189,72063.0,False,False,False,False,False,False,False,False,False,False,False
Reading,Hamilton,OH,39061,39.2242,-84.4333,10527,False,True,0.036,0.157,0.5749285714285755,54.0,17.01666666666667,0.08058353594998263,64087.0,False,False,False,False,False,False,False,False,False,False,False
Alderwood Manor,Snohomish,WA,53061,47.8146,-122.2672,10525,False,False,0.032,0.07200000000000001,-2.111226190476188,136.0,10.266666666666667,0.07138865214536208,99650.0,False,False,False,False,False,False,False,False,False,False,False
Saks,Calhoun,AL,1015,33.7118,-85.8536,10523,True,True,0.03,0.192,1.6794404761904822,82.0,21.900000000000002,0.1478514383962723,48166.0,False,False,False,False,False,False,False,False,False,False,False
Felida,Clark,WA,53011,45.7138,-122.7103,10520,False,False,0.047,0.09,-2.111226190476188,136.0,10.266666666666667,0.06994771203214085,83790.0,False,False,False,False,False,False,False,False,False,False,False
New Albany,Franklin,OH,39049,40.0809,-82.7848,10516,False,True,0.034,0.14300000000000002,0.5749285714285755,54.0,17.01666666666667,0.08539437608761713,66056.0,False,False,False,False,False,False,False,False,False,False,False
Fairview,Multnomah,OR,41051,45.5469,-122.439,10515,False,False,0.039,0.124,-1.1447023809523849,79.0,9.316666666666666,0.07632992897436842,77851.0,False,False,False,False,False,False,False,False,False,False,False
Loudoun Valley Estates,Loudoun,VA,51107,38.977,-77.5053,10514,False,False,0.024,0.036000000000000004,0.3780833333333362,64.0,12.283333333333333,0.05933944018830303,153716.0,False,False,False,False,False,False,False,False,False,False,False
Forest Acres,Richland,SC,45079,34.0323,-80.9716,10514,False,True,0.033,0.17,1.4022976190476157,30.0,13.733333333333334,0.08185476948900376,56940.0,False,False,False,False,False,False,False,False,False,False,False
Stansbury Park,Tooele,UT,49045,40.6356,-112.3054,10512,True,True,0.025,0.055999999999999994,-0.5405119047619067,34.0,18.833333333333332,0.0762513159153986,90591.0,False,False,False,False,False,False,False,False,False,False,False
Winterville,Pitt,NC,37147,35.5291,-77.4,10510,False,True,0.041,0.21600000000000003,0.8821071428571443,59.0,11.483333333333334,0.10086615303632099,48116.0,False,False,False,False,False,False,False,False,False,False,False
Soquel,Santa Cruz,CA,6087,36.9978,-121.9483,10505,False,False,0.048,0.106,-0.8213214285714301,284.0,8.716666666666669,0.117243103591966,90370.0,False,False,False,False,False,False,False,False,False,False,False
Lighthouse Point,Broward,FL,12011,26.2785,-80.0891,10496,False,True,0.029,0.128,1.8295714285714304,130.0,10.883333333333333,0.10031513063517879,65536.0,False,False,False,False,False,False,False,False,False,False,False
Hillcrest,Kern,CA,6029,35.379,-118.9578,10495,True,False,0.069,0.185,-0.8213214285714301,284.0,8.716666666666669,0.24052093009780118,57926.0,False,False,False,False,False,False,False,False,False,False,False
Heath,Licking,OH,39089,40.0241,-82.4413,10492,True,True,0.034,0.11,0.5749285714285755,54.0,17.01666666666667,0.07169751726774776,72936.0,False,False,False,False,False,False,False,False,False,False,False
Kearney,Clay,MO,29047,39.355,-94.3599,10491,True,True,0.025,0.081,0.14886904761904773,69.0,19.35,0.06448746093497107,75129.0,False,False,False,False,False,False,False,False,False,False,False
Bonham,Fannin,TX,48147,33.588,-96.1901,10485,True,True,0.035,0.14300000000000002,-0.08552380952381,255.0,23.05,0.1412132633013913,56794.0,False,False,False,False,False,False,False,False,False,False,False
Shelton,Mason,WA,53045,47.2186,-123.1121,10484,True,False,0.063,0.126,-2.111226190476188,136.0,10.266666666666667,0.09594608823839107,73696.0,False,False,False,False,False,False,False,False,False,False,False
Somers Point,Atlantic,NJ,34001,39.3167,-74.6066,10482,False,False,0.051,0.151,-0.4110119047619065,50.0,10.799999999999999,0.1220070799976993,65693.0,False,False,False,False,False,False,False,False,False,False,False
Lake Hopatcong,Morris,NJ,34027,40.9599,-74.6094,10480,False,False,0.03,0.055999999999999994,-0.4110119047619065,50.0,10.799999999999999,0.05446090684392062,122525.0,False,False,False,False,False,False,False,False,False,False,False
Bellmead,McLennan,TX,48309,31.6026,-97.0897,10480,True,True,0.036,0.147,-0.08552380952381,255.0,23.05,0.13600330305532618,58524.0,False,False,False,False,False,False,False,False,False,False,False
Espanola,Rio Arriba,NM,35039,36.0044,-106.0686,10473,False,False,0.043,0.204,-0.1509166666666708,83.0,22.53333333333333,0.1372541931752458,47042.0,False,False,False,False,False,False,False,False,False,False,False
Palatka,Putnam,FL,12107,29.6493,-81.6705,10471,True,True,0.041,0.263,1.8295714285714304,130.0,10.883333333333333,0.18138575276520139,38759.0,False,False,False,False,False,False,False,False,False,False,False
Bluffton,Wells,IN,18179,40.7424,-85.173,10461,True,True,0.023,0.076,0.5251547619047621,48.0,25.883333333333336,0.06797495659493871,66102.0,False,False,False,False,False,False,False,False,False,False,False
Vermilion,Lorain,OH,39093,41.4103,-82.3214,10459,True,True,0.051,0.128,0.5749285714285755,54.0,17.01666666666667,0.09098504816991261,63348.0,False,False,False,False,False,False,False,False,False,False,False
Waimea,Hawaii,HI,15001,20.0124,-155.6381,10458,False,False,0.036,0.147,0.47530952380952307,45.0,13.216666666666667,0.071752476628994,67896.0,False,False,False,False,False,False,False,False,False,False,False
Lake Morton-Berrydale,King,WA,53033,47.3325,-122.1032,10457,False,False,0.029,0.09300000000000001,-2.111226190476188,136.0,10.266666666666667,0.06331713642266043,110351.0,False,False,False,False,False,False,False,False,False,False,False
Chalco,Sarpy,NE,31153,41.1817,-96.1353,10457,True,True,0.023,0.055,-1.3741547619047623,62.0,25.23333333333333,0.04486221950796808,88913.0,False,False,False,False,False,False,False,False,False,False,False
Pleasant Hill,Polk,IA,19153,41.5867,-93.4953,10456,False,True,0.027,0.10099999999999999,-1.4649642857142844,63.0,23.683333333333337,0.0751022946640517,73276.0,False,False,False,False,False,False,False,False,False,False,False
Portage,Columbia,WI,55021,43.5489,-89.4658,10450,True,False,0.026,0.077,-1.2923571428571456,47.0,16.3,0.060062008796596726,74842.0,False,False,False,False,False,False,False,False,False,False,False
Flat Rock,Wayne,MI,26163,42.0991,-83.2716,10448,False,False,0.046,0.196,-0.7531666666666652,37.0,15.283333333333333,0.123918720148082,52644.0,False,False,False,False,False,False,False,False,False,False,False
Valley,Chambers,AL,1017,32.8088,-85.181,10442,True,True,0.026,0.19699999999999998,1.6794404761904822,82.0,21.900000000000002,0.1721846302561624,45447.0,False,False,False,False,False,False,False,False,False,False,False
Silverton,Marion,OR,41047,45.003,-122.7808,10439,False,False,0.043,0.133,-1.1447023809523849,79.0,9.316666666666666,0.1432772243817571,64412.0,False,False,False,False,False,False,False,False,False,False,False
Yelm,Thurston,WA,53067,46.9398,-122.6262,10438,False,False,0.047,0.099,-2.111226190476188,136.0,10.266666666666667,0.0581614697323461,81544.0,False,False,False,False,False,False,False,False,False,False,False
Difficult Run,Fairfax,VA,51059,38.9016,-77.3471,10434,False,False,0.025,0.071,0.3780833333333362,64.0,12.283333333333333,0.06635226279967818,133845.0,False,False,False,False,False,False,False,False,False,False,False
Lovejoy,Clayton,GA,13063,33.4426,-84.3177,10429,False,False,0.039,0.18899999999999997,,65.0,12.716666666666669,0.1462884711724859,51422.0,False,False,False,False,False,False,False,False,False,False,False
Warr Acres,Oklahoma,OK,40109,35.5285,-97.6182,10424,False,True,0.029,0.163,0.23913095238095394,173.0,23.28333333333333,0.1158215700842001,57890.0,False,False,False,False,False,False,False,False,False,False,False
Rifle,Garfield,CO,8045,39.5362,-107.7729,10420,False,False,0.03,0.092,-0.07192857142857179,80.0,15.333333333333334,0.1040134841341574,78940.0,False,False,False,False,False,False,False,False,False,False,False
Wabash,Wabash,IN,18169,40.8034,-85.8301,10417,True,True,0.027,0.11199999999999999,0.5251547619047621,48.0,25.883333333333336,0.1013551665725579,62193.0,False,False,False,False,False,False,False,False,False,False,False
Smithville,Clay,MO,29047,39.3919,-94.5747,10416,True,True,0.025,0.081,0.14886904761904773,69.0,19.35,0.06448746093497107,75129.0,False,False,False,False,False,False,False,False,False,False,False
Fairmont,Martin,MN,27091,43.6441,-94.4621,10411,True,False,0.027,0.10800000000000001,-2.001428571428576,60.0,15.733333333333333,0.0667880145617474,57521.0,False,False,False,False,False,False,False,False,False,False,False
Marlton,Burlington,NJ,34005,39.9014,-74.9294,10403,False,False,0.033,0.076,-0.4110119047619065,50.0,10.799999999999999,0.060363783569936796,94043.0,False,False,False,False,False,False,False,False,False,False,False
Cadillac,Wexford,MI,26165,44.2493,-85.4164,10400,True,False,0.049,0.152,-0.7531666666666652,37.0,15.283333333333333,0.09522174043704118,53711.0,False,False,False,False,False,False,False,False,False,False,False
Mount Vista,Clark,WA,53011,45.7373,-122.6316,10399,False,False,0.047,0.09,-2.111226190476188,136.0,10.266666666666667,0.06994771203214085,83790.0,False,False,False,False,False,False,False,False,False,False,False
Waverly,Bremer,IA,19017,42.725,-92.4708,10399,False,True,0.023,0.071,-1.4649642857142844,63.0,23.683333333333337,0.03512751348700343,75395.0,False,False,False,False,False,False,False,False,False,False,False
Fairmount,Jefferson,CO,8059,39.7931,-105.1711,10398,False,False,0.028,0.073,-0.07192857142857179,80.0,15.333333333333334,0.04860872918061328,94401.0,False,False,False,False,False,False,False,False,False,False,False
Sleepy Hollow,Westchester,NY,36119,41.0936,-73.8722,10396,False,False,0.031,0.094,-0.9301904761904787,95.0,8.316666666666666,0.11148310934103421,109131.0,False,False,False,False,False,False,False,False,False,False,False
Gateway,Lee,FL,12071,26.5793,-81.7446,10395,True,True,0.031,0.122,1.8295714285714304,130.0,10.883333333333333,0.10232748879728809,66426.0,False,False,False,False,False,False,False,False,False,False,False
Farmersville,Tulare,CA,6107,36.305,-119.2083,10393,True,False,0.082,0.187,-0.8213214285714301,284.0,8.716666666666669,0.27381897186360943,57398.0,False,False,False,False,False,False,False,False,False,False,False
Spout Springs,Harnett,NC,37085,35.2724,-79.0331,10384,False,True,0.041,0.133,0.8821071428571443,59.0,11.483333333333334,0.115531435404498,61701.0,False,False,False,False,False,False,False,False,False,False,False
Kennett,Dunklin,MO,29069,36.2403,-90.0481,10383,True,True,0.04,0.223,0.14886904761904773,69.0,19.35,0.20797630381889348,42932.0,False,False,False,False,False,False,False,False,False,False,False
Comstock Park,Kent,MI,26081,43.0438,-85.6778,10379,False,False,0.035,0.099,-0.7531666666666652,37.0,15.283333333333333,0.07899779465254878,71933.0,False,False,False,False,False,False,False,False,False,False,False
Galion,Crawford,OH,39033,40.7385,-82.7792,10378,True,True,0.048,0.135,0.5749285714285755,54.0,17.01666666666667,0.09965856461918123,50656.0,False,False,False,False,False,False,False,False,False,False,False
Plymouth,Marshall,IN,18099,41.3483,-86.3187,10369,True,True,0.026,0.086,0.5251547619047621,48.0,25.883333333333336,0.14470301057770552,68799.0,False,False,False,False,False,False,False,False,False,False,False
Calimesa,Riverside,CA,6065,33.9874,-117.0542,10366,False,False,0.042,0.11599999999999999,-0.8213214285714301,284.0,8.716666666666669,0.1700949517992775,78690.0,False,False,False,False,False,False,False,False,False,False,False
Shasta Lake,Shasta,CA,6089,40.679,-122.3775,10361,True,False,0.046,0.14,-0.8213214285714301,284.0,8.716666666666669,0.08935611038107753,60187.0,False,False,False,False,False,False,False,False,False,False,False
Arkadelphia,Clark,AR,5019,34.1253,-93.0729,10354,False,True,0.045,0.2,0.912119047619047,71.0,20.983333333333334,0.0946449821499405,47158.0,False,False,False,False,False,False,False,False,False,False,False
Fairview,Collin,TX,48085,33.1399,-96.6117,10354,True,True,0.032,0.066,-0.08552380952381,255.0,23.05,0.061024873706438915,102119.0,False,False,False,False,False,False,False,False,False,False,False
Scotchtown,Orange,NY,36071,41.4765,-74.3668,10353,True,False,0.032,0.122,-0.9301904761904787,95.0,8.316666666666666,0.1008384879725086,88494.0,False,False,False,False,False,False,False,False,False,False,False
Garden City,Chatham,GA,13051,32.0867,-81.1773,10352,False,False,0.03,0.155,,65.0,12.716666666666669,0.09384328171952838,61527.0,False,False,False,False,False,False,False,False,False,False,False
Woodlyn,Delaware,PA,42045,39.8774,-75.3445,10347,False,False,0.041,0.10099999999999999,-0.3781428571428549,59.0,16.566666666666666,0.065624824214655,78194.0,False,False,False,False,False,False,False,False,False,False,False
Northampton,Northampton,PA,42095,40.6866,-75.4904,10341,False,False,0.042,0.09699999999999999,-0.3781428571428549,59.0,16.566666666666666,0.08363248899030964,78768.0,False,False,False,False,False,False,False,False,False,False,False
Chestnut Ridge,Rockland,NY,36087,41.0829,-74.0551,10339,False,False,0.028,0.152,-0.9301904761904787,95.0,8.316666666666666,0.1114410730937522,98054.0,False,False,False,False,False,False,False,False,False,False,False
White Marsh,Baltimore,MD,24005,39.3819,-76.4574,10337,False,False,0.033,0.098,-0.1876785714285738,32.0,9.183333333333332,0.0839936501159684,80159.0,False,False,False,False,False,False,False,False,False,False,False
Trumbull Center,Greater Bridgeport,CT,9120,41.2415,-73.1836,10335,False,False,,,-0.5519761904761893,31.0,9.883333333333333,,,False,False,False,False,False,False,False,False,False,False,False
Exeter,Tulare,CA,6107,36.2941,-119.1459,10327,True,False,0.082,0.187,-0.8213214285714301,284.0,8.716666666666669,0.27381897186360943,57398.0,False,False,False,False,False,False,False,False,False,False,False
Oneida,Madison,NY,36053,43.0769,-75.6622,10326,True,False,0.034,0.10400000000000001,-0.9301904761904787,95.0,8.316666666666666,0.07243075997507574,66419.0,False,False,False,False,False,False,False,False,False,False,False
Watervliet,Albany,NY,36001,42.7243,-73.7068,10325,False,False,0.03,0.11900000000000001,-0.9301904761904787,95.0,8.316666666666666,0.07184548746715899,74512.0,False,False,False,False,False,False,False,False,False,False,False
Alexandria,Campbell,KY,21037,38.9621,-84.3859,10322,False,True,0.033,0.111,1.1291190476190494,74.0,25.833333333333332,0.06988845267028104,71245.0,False,False,False,False,False,False,False,False,False,False,False
Newport,Lincoln,OR,41041,44.6242,-124.0513,10319,False,False,0.052,0.152,-1.1447023809523849,79.0,9.316666666666666,0.0725869327927647,52751.0,False,False,False,False,False,False,False,False,False,False,False
Berwick,Columbia,PA,42037,41.0555,-76.2492,10318,True,False,0.045,0.162,-0.3781428571428549,59.0,16.566666666666666,0.08899768926308083,56300.0,False,False,False,False,False,False,False,False,False,False,False
London,Madison,OH,39097,39.8935,-83.4375,10316,True,True,0.032,0.134,0.5749285714285755,54.0,17.01666666666667,0.11646129541864139,71958.0,False,False,False,False,False,False,False,False,False,False,False
Burtonsville,Montgomery,MD,24031,39.1166,-76.9356,10316,False,False,0.029,0.085,-0.1876785714285738,32.0,9.183333333333332,0.08768635991480692,112352.0,False,False,False,False,False,False,False,False,False,False,False
Clay,Jefferson,AL,1073,33.6951,-86.609,10315,False,True,0.026,0.16899999999999998,1.6794404761904822,82.0,21.900000000000002,0.09038611140770829,55210.0,False,False,False,False,False,False,False,False,False,False,False
West Vero Corridor,Indian River,FL,12061,27.6363,-80.4844,10315,True,True,0.034,0.11699999999999999,1.8295714285714304,130.0,10.883333333333333,0.08869152476022706,61351.0,False,False,False,False,False,False,False,False,False,False,False
Bacliff,Galveston,TX,48167,29.5085,-94.9888,10313,True,True,0.044,0.121,-0.08552380952381,255.0,23.05,0.101413589472377,77627.0,False,False,False,False,False,False,False,False,False,False,False
Wood River,Madison,IL,17119,38.8631,-90.0774,10313,True,False,0.037,0.114,0.017488095238093138,60.0,15.483333333333333,0.06999919417658278,65886.0,False,False,False,False,False,False,False,False,False,False,False
Brookdale,Essex,NJ,34013,40.8348,-74.1798,10312,False,False,0.045,0.151,-0.4110119047619065,50.0,10.799999999999999,0.1333648748312762,66191.0,False,False,False,False,False,False,False,False,False,False,False
Paris,Henry,TN,47079,36.2933,-88.3065,10311,True,True,0.04,0.16399999999999998,1.395500000000002,69.0,13.716666666666667,0.1424245009384064,45980.0,False,False,False,False,False,False,False,False,False,False,False
South Huntington,Suffolk,NY,36103,40.8225,-73.3921,10307,True,False,0.031,0.064,-0.9301904761904787,95.0,8.316666666666666,0.0960749787525767,112681.0,False,False,False,False,False,False,False,False,False,False,False
Waynesville,Haywood,NC,37087,35.4854,-82.9996,10307,False,True,0.032,0.13699999999999998,0.8821071428571443,59.0,11.483333333333334,0.1026928048255062,51817.0,False,False,False,False,False,False,False,False,False,False,False
Sabana Grande,Sabana Grande,PR,72121,18.0832,-66.9645,10301,False,False,0.082,,,,,0.24685977954370672,,False,False,False,False,False,False,False,False,False,False,False
Raymondville,Willacy,TX,48489,26.4759,-97.7769,10301,False,True,0.082,0.34299999999999997,-0.08552380952381,255.0,23.05,0.3146179913739988,37087.0,False,False,False,False,False,False,False,False,False,False,False
Versailles,Woodford,KY,21239,38.0486,-84.7258,10297,False,True,0.03,0.086,1.1291190476190494,74.0,25.833333333333332,0.08163155342421467,76942.0,False,False,False,False,False,False,False,False,False,False,False
Murrells Inlet,Georgetown,SC,45043,33.556,-79.0594,10297,False,True,0.037,0.147,1.4022976190476157,30.0,13.733333333333334,0.1029508335628191,58419.0,False,False,False,False,False,False,False,False,False,False,False
Fort Madison,Lee,IA,19111,40.6207,-91.3509,10293,False,True,0.044,0.141,-1.4649642857142844,63.0,23.683333333333337,0.06695815115552779,56001.0,False,False,False,False,False,False,False,False,False,False,False
Lenoir City,Loudon,TN,47105,35.8111,-84.2818,10291,True,True,0.032,0.096,1.395500000000002,69.0,13.716666666666667,0.12671710133386418,72378.0,False,False,False,False,False,False,False,False,False,False,False
Forestville,Prince George's,MD,24033,38.8518,-76.8708,10291,False,False,0.035,0.115,-0.1876785714285738,32.0,9.183333333333332,0.1277031257894084,89689.0,False,False,False,False,False,False,False,False,False,False,False
La Plata,Charles,MD,24017,38.5352,-76.97,10283,False,False,0.033,0.067,-0.1876785714285738,32.0,9.183333333333332,0.06330615803618779,103918.0,False,False,False,False,False,False,False,False,False,False,False
Marina del Rey,Los Angeles,CA,6037,33.9765,-118.4486,10274,False,False,0.049,0.141,-0.8213214285714301,284.0,8.716666666666669,0.199571630472485,77356.0,False,False,False,False,False,False,False,False,False,False,False
Tremonton,Box Elder,UT,49003,41.7187,-112.189,10273,True,True,0.023,0.08,-0.5405119047619067,34.0,18.833333333333332,0.0627930983630733,69538.0,False,False,False,False,False,False,False,False,False,False,False
Carroll,Carroll,IA,19027,42.0699,-94.8646,10270,False,True,0.02,0.09300000000000001,-1.4649642857142844,63.0,23.683333333333337,0.057791977280795166,65598.0,False,False,False,False,False,False,False,False,False,False,False
Pine Ridge,Citrus,FL,12017,28.933,-82.4761,10269,True,True,0.041,0.155,1.8295714285714304,130.0,10.883333333333333,0.1010200289077018,48237.0,False,False,False,False,False,False,False,False,False,False,False
Tipp City,Miami,OH,39109,39.9644,-84.1866,10266,True,True,0.036,0.08199999999999999,0.5749285714285755,54.0,17.01666666666667,0.06816667110980779,65537.0,False,False,False,False,False,False,False,False,False,False,False
Rockport,Aransas,TX,48007,28.029,-97.0722,10265,True,True,0.053,0.151,-0.08552380952381,255.0,23.05,0.11291114383897889,55435.0,False,False,False,False,False,False,False,False,False,False,False
North Lakes,Matanuska-Susitna,AK,2170,61.6191,-149.311,10262,False,True,0.046,0.105,-3.913523809523813,55.0,47.68333333333334,0.06281162244254684,80164.0,False,False,False,False,False,False,False,False,False,False,False
Alpine,Utah,UT,49049,40.4629,-111.7724,10260,True,True,0.021,0.081,-0.5405119047619067,34.0,18.833333333333332,0.04874927104754305,86597.0,False,False,False,False,False,False,False,False,False,False,False
Milton,Santa Rosa,FL,12113,30.6286,-87.0522,10254,True,True,0.027,0.08900000000000001,1.8295714285714304,130.0,10.883333333333333,0.07717260341684945,80837.0,False,False,False,False,False,False,False,False,False,False,False
Whitestown,Boone,IN,18011,39.9706,-86.3612,10253,True,True,0.02,0.055,0.5251547619047621,48.0,25.883333333333336,0.055906786061063765,98047.0,False,False,False,False,False,False,False,False,False,False,False
Elkhorn,Walworth,WI,55127,42.6713,-88.5377,10253,True,False,0.029,0.10300000000000001,-1.2923571428571456,47.0,16.3,0.08369695685942244,70688.0,False,False,False,False,False,False,False,False,False,False,False
North Bend,Coos,OR,41011,43.4075,-124.2364,10250,True,False,0.053,0.174,-1.1447023809523849,79.0,9.316666666666666,0.100419968140348,54067.0,False,False,False,False,False,False,False,False,False,False,False
Boaz,Marshall,AL,1095,34.1985,-86.1529,10248,True,True,0.021,0.156,1.6794404761904822,82.0,21.900000000000002,0.1648444979770839,50858.0,False,False,False,False,False,False,False,False,False,False,False
East Whittier,Los Angeles,CA,6037,33.9244,-117.9887,10248,False,False,0.049,0.141,-0.8213214285714301,284.0,8.716666666666669,0.199571630472485,77356.0,False,False,False,False,False,False,False,False,False,False,False
Davenport,Polk,FL,12105,28.1587,-81.6083,10246,True,True,0.035,0.156,1.8295714285714304,130.0,10.883333333333333,0.1364263730845322,56344.0,False,False,False,False,False,False,False,False,False,False,False
Robstown,Nueces,TX,48355,27.794,-97.6692,10246,True,True,0.047,0.182,-0.08552380952381,255.0,23.05,0.1589297826472024,59337.0,False,False,False,False,False,False,False,False,False,False,False
San Diego Country Estates,San Diego,CA,6073,33.0094,-116.7874,10241,False,False,0.034,0.107,-0.8213214285714301,284.0,8.716666666666669,0.1168482859618864,90756.0,False,False,False,False,False,False,False,False,False,False,False
New Hyde Park,Nassau,NY,36059,40.7323,-73.6858,10235,False,False,0.029,0.061,-0.9301904761904787,95.0,8.316666666666666,0.08297057986965609,125118.0,False,False,False,False,False,False,False,False,False,False,False
East Setauket,Suffolk,NY,36103,40.921,-73.0942,10234,True,False,0.031,0.064,-0.9301904761904787,95.0,8.316666666666666,0.0960749787525767,112681.0,False,False,False,False,False,False,False,False,False,False,False
Rotonda,Charlotte,FL,12015,26.8844,-82.2791,10233,True,True,0.034,0.109,1.8295714285714304,130.0,10.883333333333333,0.08247080636242396,59547.0,False,False,False,False,False,False,False,False,False,False,False
Halfway,Washington,MD,24043,39.6162,-77.7703,10221,False,False,0.033,0.145,-0.1876785714285738,32.0,9.183333333333332,0.1192175767127097,65433.0,False,False,False,False,False,False,False,False,False,False,False
Highland,Madison,IL,17119,38.7602,-89.6812,10215,True,False,0.037,0.114,0.017488095238093138,60.0,15.483333333333333,0.06999919417658278,65886.0,False,False,False,False,False,False,False,False,False,False,False
Pingree Grove,Kane,IL,17089,42.0855,-88.4358,10213,False,False,0.045,0.086,0.017488095238093138,60.0,15.483333333333333,0.1397087945455452,90941.0,False,False,False,False,False,False,False,False,False,False,False
Cordele,Crisp,GA,13081,31.9563,-83.7694,10210,False,False,0.042,0.242,,65.0,12.716666666666669,0.1662311265969802,41505.0,False,False,False,False,False,False,False,False,False,False,False
Flowood,Rankin,MS,28121,32.3359,-90.0802,10204,True,True,0.029,0.10800000000000001,1.5567261904761907,72.0,20.983333333333334,0.1019467781931234,71478.0,False,False,False,False,False,False,False,False,False,False,False
Columbia,Lancaster,PA,42071,40.0347,-76.4944,10203,True,False,0.035,0.08800000000000001,-0.3781428571428549,59.0,16.566666666666666,0.1364479848534561,75619.0,False,False,False,False,False,False,False,False,False,False,False
